,marca,modelo,anio,carroceria,traccion,combustible,transmision,asientos,color,kilometraje,verificacion,precio
3769,mitsubishi,montero sport,2017-01-01,suv,4x4,diesel,automatica,cuero,negro,129000,,26900
3770,chevrolet,equinox ev,2020-01-01,suv,4x2,gasolina,automatica,5,gris,15000,,15900
3771,ford,ranger wildtrak,2019-01-01,pickup,4x4,diesel,automatica,cuero,blanco,2900,,36900
3772,ford,mustang,2015-01-01,coupe,4x2,gasolina,manual,cuero,negro,67000,,22400
3773,hyundai,eon,2017-01-01,hatchback,4x2,gasolina,manual,cuerina,azul,84000,,3500
3774,dodge,ram 1500,2015-01-01,pickup,4x4,gasolina,automatica,cuero,blanco,135800,,18500
3775,porsche,cayenne,2016-01-01,sedan,4x4,gasolina,automatica,cuero,gris,72000,,30000
3776,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
3777,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
3778,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
3779,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
3780,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
3781,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
3782,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
3783,toyota,yaris s,2020-01-01,hatchback,4x2,gasolina,automatica,tela,blanco perla,101244,,11000
3784,acura,mdx,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,33000,,49995
3785,hyundai,tucson,2016-01-01,suv,4x2,gasolina,automatica,tela,plateado,114203,,10900
3786,mitsubishi,asx,2013-01-01,suv,4x4,gasolina,automatica,tela,negro,152000,,7700
3787,suzuki,vitara,2015-01-01,suv,4x2,gasolina,automatica,tela,blanco,119000,,8540
3788,ford,figo,2020-01-01,sedan,4x2,gasolina,automatica,tela,negro,53000,,6800
3789,nissan,x-trail,2021-01-01,suv,4x4,gasolina,automatica,cuero,naranja,80000,,23500
3790,acura,,2019-01-01,suv,4x4,gasolina,automatica,cuero rojo con negro,blanco,68000,,33550
3791,audi,q3 sportback,2014-01-01,suv,4x2,gasolina,automatica,cuero,blanco,107821,,8500
3792,ford,ranger xl,2016-01-01,pickup,4x4,diesel,manual,tela,black,170000,,14750
3793,ford,bronco sport,2023-01-01,suv,4x4,gasolina,automatica,tela,nardo gray,19000,,44995
3794,toyota,corolla se,2022-01-01,sedan,4x2,gasolina,automatica,tela,negro,35,,24995
3795,mahindra,pick up 2.5,2016-01-01,pickup,4x4,diesel,manual,tela,blanco,57640,,10500
3796,honda,crv,2019-01-01,suv,4x4,gasolina,automatica,asientos de tela,negro,115000,,19990
3797,hyundai,creta,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,87500,,9250
3798,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,27000,,18700
3799,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,20000
3800,peugeot,301,2015-01-01,sedan,4x2,gasolina,automatica,cuero,blanco,122000,,6500
3801,acura,ilx,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,45000,,13450
3802,toyota,rav 4,2017-01-01,suv,4x2,gasolina,automatica,tela,gris raton,49000,,20000
3803,isuzu,isuzu,1993-01-01,pickup,4x2,gasolina,manual,tela,negro,0,,4500
3804,volkswagen,tiguan,2013-01-01,suv,4x2,gasolina,automatica,cuero,negro,85776,,6500
3805,chevrolet,traverse,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,37000,,43000
3806,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,71000,,7500
3807,jeep,grand cherokee laredo,2020-01-01,suv,4x4,gasolina,automatica,cuero,sting grey,37000,,45000
3808,hyundai,tucson,2010-01-01,suv,4x2,gasolina,automatica,tela,plateado,215000,,4500
3809,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12000
3810,ford,ford edge sel,2013-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,108000,,7900
3811,mazda,cx-5,2020-01-01,coupe,4x4,gasolina,automatica,tela,negro,29000,,20000
3812,jeep,wrangler,2024-01-01,suv,4x4,gasolina,automatica,tela,gris,14000,,59995
3813,audi,q3,2016-01-01,suv,4x2,gasolina,automatica,cuero,gris,128000,,8999
3814,land rover,range rover evoque,2012-01-01,suv,4x2,gasolina,automatica,cuero,roja,110000,,11600
3815,hyundai,tucson,2022-01-01,suv,4x2,gasolina,automatica,tela,chocolate,69900,,20899
3816,volkswagen,tiguan,2020-01-01,suv,4x2,gasolina,automatica,tela,gris plata,50000,,16499
3817,kia,rio,2023-01-01,sedan,4x2,gasolina,automatica,tela,blanco,58000,,13599
3818,toyota,4runner,2004-01-01,suv,4x4,gasolina,automatica,cuero,negro,250000,,9000
3819,audi,q5,2015-01-01,suv,4x4,gasolina,automatica,cuero,blanco,74,,13000
3820,nissan,kicks,2018-01-01,suv,4x2,gasolina,automatica,cuero,azul,71000,,15000
3821,subaru,wrx,2018-01-01,sedan,4x4,gasolina,manual,tela,blanco,65000,,19000
3822,toyota,prado txl,2014-01-01,suv,4x4,gasolina,automatica,tela,gris,140000,,24900
3823,mitsubishi,outlander sport,2015-01-01,suv,4x4,gasolina,automatica,cuero,rojo,68750,,13900
3824,mitsubishi,montero sport,2017-01-01,suv,4x4,diesel,automatica,cuero,negro,129000,,26900
3825,chevrolet,equinox ev,2020-01-01,suv,4x2,gasolina,automatica,5,gris,15000,,15900
3826,ford,ranger wildtrak,2019-01-01,pickup,4x4,diesel,automatica,cuero,blanco,2900,,36900
3827,ford,mustang,2015-01-01,coupe,4x2,gasolina,manual,cuero,negro,67000,,22400
3828,hyundai,eon,2017-01-01,hatchback,4x2,gasolina,manual,cuerina,azul,84000,,3500
3829,dodge,ram 1500,2015-01-01,pickup,4x4,gasolina,automatica,cuero,blanco,135800,,18500
3830,porsche,cayenne,2016-01-01,sedan,4x4,gasolina,automatica,cuero,gris,72000,,30000
3831,mercedes-benz,ml55 amg,2000-01-01,suv,4x4,gasolina,automatica,cuero,rojo vino,318650,,4500
3832,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
3833,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
3834,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
3835,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
3836,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
3837,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
3838,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
3839,toyota,yaris s,2020-01-01,hatchback,4x2,gasolina,automatica,tela,blanco perla,101244,,11000
3840,acura,mdx,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,33000,,49995
3841,hyundai,tucson,2016-01-01,suv,4x2,gasolina,automatica,tela,plateado,114203,,10900
3842,mitsubishi,asx,2013-01-01,suv,4x4,gasolina,automatica,tela,negro,152000,,7700
3843,suzuki,vitara,2015-01-01,suv,4x2,gasolina,automatica,tela,blanco,119000,,8540
3844,ford,figo,2020-01-01,sedan,4x2,gasolina,automatica,tela,negro,53000,,6800
3845,nissan,x-trail,2021-01-01,suv,4x4,gasolina,automatica,cuero,naranja,80000,,23500
3846,acura,,2019-01-01,suv,4x4,gasolina,automatica,cuero rojo con negro,blanco,68000,,33550
3847,audi,q3 sportback,2014-01-01,suv,4x2,gasolina,automatica,cuero,blanco,107821,,8500
3848,ford,ranger xl,2016-01-01,pickup,4x4,diesel,manual,tela,black,170000,,14750
3849,ford,bronco sport,2023-01-01,suv,4x4,gasolina,automatica,tela,nardo gray,19000,,44995
3850,toyota,corolla se,2022-01-01,sedan,4x2,gasolina,automatica,tela,negro,35,,24995
3851,mahindra,pick up 2.5,2016-01-01,pickup,4x4,diesel,manual,tela,blanco,57640,,10500
3852,honda,crv,2019-01-01,suv,4x4,gasolina,automatica,asientos de tela,negro,115000,,19990
3853,hyundai,creta,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,87500,,9250
3854,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,27000,,18700
3855,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,20000
3856,peugeot,301,2015-01-01,sedan,4x2,gasolina,automatica,cuero,blanco,122000,,6500
3857,acura,ilx,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,45000,,13450
3858,toyota,rav 4,2017-01-01,suv,4x2,gasolina,automatica,tela,gris raton,49000,,20000
3859,isuzu,isuzu,1993-01-01,pickup,4x2,gasolina,manual,tela,negro,0,,4500
3860,volkswagen,tiguan,2013-01-01,suv,4x2,gasolina,automatica,cuero,negro,85776,,6500
3861,chevrolet,traverse,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,37000,,43000
3862,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,71000,,7500
3863,jeep,grand cherokee laredo,2020-01-01,suv,4x4,gasolina,automatica,cuero,sting grey,37000,,45000
3864,hyundai,tucson,2010-01-01,suv,4x2,gasolina,automatica,tela,plateado,215000,,4500
3865,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12000
3866,ford,ford edge sel,2013-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,108000,,7900
3867,mazda,cx-5,2020-01-01,coupe,4x4,gasolina,automatica,tela,negro,29000,,20000
3868,jeep,wrangler,2024-01-01,suv,4x4,gasolina,automatica,tela,gris,14000,,59995
3869,audi,q3,2016-01-01,suv,4x2,gasolina,automatica,cuero,gris,128000,,8999
3870,land rover,range rover evoque,2012-01-01,suv,4x2,gasolina,automatica,cuero,roja,110000,,11600
3871,hyundai,tucson,2022-01-01,suv,4x2,gasolina,automatica,tela,chocolate,69900,,20899
3872,volkswagen,tiguan,2020-01-01,suv,4x2,gasolina,automatica,tela,gris plata,50000,,16499
3873,kia,rio,2023-01-01,sedan,4x2,gasolina,automatica,tela,blanco,58000,,13599
3874,toyota,4runner,2004-01-01,suv,4x4,gasolina,automatica,cuero,negro,250000,,9000
3875,audi,q5,2015-01-01,suv,4x4,gasolina,automatica,cuero,blanco,74,,13000
3876,nissan,kicks,2018-01-01,suv,4x2,gasolina,automatica,cuero,azul,71000,,15000
3877,subaru,wrx,2018-01-01,sedan,4x4,gasolina,manual,tela,blanco,65000,,19000
3878,toyota,prado txl,2014-01-01,suv,4x4,gasolina,automatica,tela,gris,140000,,24900
3879,mitsubishi,outlander sport,2015-01-01,suv,4x4,gasolina,automatica,cuero,rojo,68750,,13900
3880,mitsubishi,montero sport,2017-01-01,suv,4x4,diesel,automatica,cuero,negro,129000,,26900
3881,chevrolet,equinox ev,2020-01-01,suv,4x2,gasolina,automatica,5,gris,15000,,15900
3882,ford,ranger wildtrak,2019-01-01,pickup,4x4,diesel,automatica,cuero,blanco,2900,,36900
3883,ford,mustang,2015-01-01,coupe,4x2,gasolina,manual,cuero,negro,67000,,22400
3884,hyundai,eon,2017-01-01,hatchback,4x2,gasolina,manual,cuerina,azul,84000,,3500
3885,dodge,ram 1500,2015-01-01,pickup,4x4,gasolina,automatica,cuero,blanco,135800,,18500
3886,porsche,cayenne,2016-01-01,sedan,4x4,gasolina,automatica,cuero,gris,72000,,30000
3887,mercedes-benz,ml55 amg,2000-01-01,suv,4x4,gasolina,automatica,cuero,rojo vino,318650,,4500
3888,honda,odyssey,2014-01-01,suv,4x2,gasolina,manual,cuero,topaz,55000,,14950
3889,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
3890,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
3891,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
3892,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
3893,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
3894,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
3895,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
3896,toyota,yaris s,2020-01-01,hatchback,4x2,gasolina,automatica,tela,blanco perla,101244,,11000
3897,acura,mdx,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,33000,,49995
3898,hyundai,tucson,2016-01-01,suv,4x2,gasolina,automatica,tela,plateado,114203,,10900
3899,mitsubishi,asx,2013-01-01,suv,4x4,gasolina,automatica,tela,negro,152000,,7700
3900,suzuki,vitara,2015-01-01,suv,4x2,gasolina,automatica,tela,blanco,119000,,8540
3901,ford,figo,2020-01-01,sedan,4x2,gasolina,automatica,tela,negro,53000,,6800
3902,nissan,x-trail,2021-01-01,suv,4x4,gasolina,automatica,cuero,naranja,80000,,23500
3903,acura,,2019-01-01,suv,4x4,gasolina,automatica,cuero rojo con negro,blanco,68000,,33550
3904,audi,q3 sportback,2014-01-01,suv,4x2,gasolina,automatica,cuero,blanco,107821,,8500
3905,ford,ranger xl,2016-01-01,pickup,4x4,diesel,manual,tela,black,170000,,14750
3906,ford,bronco sport,2023-01-01,suv,4x4,gasolina,automatica,tela,nardo gray,19000,,44995
3907,toyota,corolla se,2022-01-01,sedan,4x2,gasolina,automatica,tela,negro,35,,24995
3908,mahindra,pick up 2.5,2016-01-01,pickup,4x4,diesel,manual,tela,blanco,57640,,10500
3909,honda,crv,2019-01-01,suv,4x4,gasolina,automatica,asientos de tela,negro,115000,,19990
3910,hyundai,creta,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,87500,,9250
3911,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,27000,,18700
3912,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,20000
3913,peugeot,301,2015-01-01,sedan,4x2,gasolina,automatica,cuero,blanco,122000,,6500
3914,acura,ilx,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,45000,,13450
3915,toyota,rav 4,2017-01-01,suv,4x2,gasolina,automatica,tela,gris raton,49000,,20000
3916,isuzu,isuzu,1993-01-01,pickup,4x2,gasolina,manual,tela,negro,0,,4500
3917,volkswagen,tiguan,2013-01-01,suv,4x2,gasolina,automatica,cuero,negro,85776,,6500
3918,chevrolet,traverse,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,37000,,43000
3919,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,71000,,7500
3920,jeep,grand cherokee laredo,2020-01-01,suv,4x4,gasolina,automatica,cuero,sting grey,37000,,45000
3921,hyundai,tucson,2010-01-01,suv,4x2,gasolina,automatica,tela,plateado,215000,,4500
3922,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12000
3923,ford,ford edge sel,2013-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,108000,,7900
3924,mazda,cx-5,2020-01-01,coupe,4x4,gasolina,automatica,tela,negro,29000,,20000
3925,jeep,wrangler,2024-01-01,suv,4x4,gasolina,automatica,tela,gris,14000,,59995
3926,audi,q3,2016-01-01,suv,4x2,gasolina,automatica,cuero,gris,128000,,8999
3927,land rover,range rover evoque,2012-01-01,suv,4x2,gasolina,automatica,cuero,roja,110000,,11600
3928,hyundai,tucson,2022-01-01,suv,4x2,gasolina,automatica,tela,chocolate,69900,,20899
3929,volkswagen,tiguan,2020-01-01,suv,4x2,gasolina,automatica,tela,gris plata,50000,,16499
3930,kia,rio,2023-01-01,sedan,4x2,gasolina,automatica,tela,blanco,58000,,13599
3931,toyota,4runner,2004-01-01,suv,4x4,gasolina,automatica,cuero,negro,250000,,9000
3932,audi,q5,2015-01-01,suv,4x4,gasolina,automatica,cuero,blanco,74,,13000
3933,nissan,kicks,2018-01-01,suv,4x2,gasolina,automatica,cuero,azul,71000,,15000
3934,subaru,wrx,2018-01-01,sedan,4x4,gasolina,manual,tela,blanco,65000,,19000
3935,toyota,prado txl,2014-01-01,suv,4x4,gasolina,automatica,tela,gris,140000,,24900
3936,mitsubishi,outlander sport,2015-01-01,suv,4x4,gasolina,automatica,cuero,rojo,68750,,13900
3937,mitsubishi,montero sport,2017-01-01,suv,4x4,diesel,automatica,cuero,negro,129000,,26900
3938,chevrolet,equinox ev,2020-01-01,suv,4x2,gasolina,automatica,5,gris,15000,,15900
3939,ford,ranger wildtrak,2019-01-01,pickup,4x4,diesel,automatica,cuero,blanco,2900,,36900
3940,ford,mustang,2015-01-01,coupe,4x2,gasolina,manual,cuero,negro,67000,,22400
3941,hyundai,eon,2017-01-01,hatchback,4x2,gasolina,manual,cuerina,azul,84000,,3500
3942,dodge,ram 1500,2015-01-01,pickup,4x4,gasolina,automatica,cuero,blanco,135800,,18500
3943,porsche,cayenne,2016-01-01,sedan,4x4,gasolina,automatica,cuero,gris,72000,,30000
3944,mercedes-benz,ml55 amg,2000-01-01,suv,4x4,gasolina,automatica,cuero,rojo vino,318650,,4500
3945,honda,odyssey,2014-01-01,suv,4x2,gasolina,manual,cuero,topaz,55000,,14950
3946,nissan,qasqhai,2019-01-01,suv,4x2,gasolina,automatica,tela,azul,28500,,16500
3947,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
3948,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
3949,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
3950,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
3951,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
3952,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
3953,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
3954,toyota,yaris s,2020-01-01,hatchback,4x2,gasolina,automatica,tela,blanco perla,101244,,11000
3955,acura,mdx,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,33000,,49995
3956,hyundai,tucson,2016-01-01,suv,4x2,gasolina,automatica,tela,plateado,114203,,10900
3957,mitsubishi,asx,2013-01-01,suv,4x4,gasolina,automatica,tela,negro,152000,,7700
3958,suzuki,vitara,2015-01-01,suv,4x2,gasolina,automatica,tela,blanco,119000,,8540
3959,ford,figo,2020-01-01,sedan,4x2,gasolina,automatica,tela,negro,53000,,6800
3960,nissan,x-trail,2021-01-01,suv,4x4,gasolina,automatica,cuero,naranja,80000,,23500
3961,acura,,2019-01-01,suv,4x4,gasolina,automatica,cuero rojo con negro,blanco,68000,,33550
3962,audi,q3 sportback,2014-01-01,suv,4x2,gasolina,automatica,cuero,blanco,107821,,8500
3963,ford,ranger xl,2016-01-01,pickup,4x4,diesel,manual,tela,black,170000,,14750
3964,ford,bronco sport,2023-01-01,suv,4x4,gasolina,automatica,tela,nardo gray,19000,,44995
3965,toyota,corolla se,2022-01-01,sedan,4x2,gasolina,automatica,tela,negro,35,,24995
3966,mahindra,pick up 2.5,2016-01-01,pickup,4x4,diesel,manual,tela,blanco,57640,,10500
3967,honda,crv,2019-01-01,suv,4x4,gasolina,automatica,asientos de tela,negro,115000,,19990
3968,hyundai,creta,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,87500,,9250
3969,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,27000,,18700
3970,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,20000
3971,peugeot,301,2015-01-01,sedan,4x2,gasolina,automatica,cuero,blanco,122000,,6500
3972,acura,ilx,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,45000,,13450
3973,toyota,rav 4,2017-01-01,suv,4x2,gasolina,automatica,tela,gris raton,49000,,20000
3974,isuzu,isuzu,1993-01-01,pickup,4x2,gasolina,manual,tela,negro,0,,4500
3975,volkswagen,tiguan,2013-01-01,suv,4x2,gasolina,automatica,cuero,negro,85776,,6500
3976,chevrolet,traverse,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,37000,,43000
3977,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,71000,,7500
3978,jeep,grand cherokee laredo,2020-01-01,suv,4x4,gasolina,automatica,cuero,sting grey,37000,,45000
3979,hyundai,tucson,2010-01-01,suv,4x2,gasolina,automatica,tela,plateado,215000,,4500
3980,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12000
3981,ford,ford edge sel,2013-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,108000,,7900
3982,mazda,cx-5,2020-01-01,coupe,4x4,gasolina,automatica,tela,negro,29000,,20000
3983,jeep,wrangler,2024-01-01,suv,4x4,gasolina,automatica,tela,gris,14000,,59995
3984,audi,q3,2016-01-01,suv,4x2,gasolina,automatica,cuero,gris,128000,,8999
3985,land rover,range rover evoque,2012-01-01,suv,4x2,gasolina,automatica,cuero,roja,110000,,11600
3986,hyundai,tucson,2022-01-01,suv,4x2,gasolina,automatica,tela,chocolate,69900,,20899
3987,volkswagen,tiguan,2020-01-01,suv,4x2,gasolina,automatica,tela,gris plata,50000,,16499
3988,kia,rio,2023-01-01,sedan,4x2,gasolina,automatica,tela,blanco,58000,,13599
3989,toyota,4runner,2004-01-01,suv,4x4,gasolina,automatica,cuero,negro,250000,,9000
3990,audi,q5,2015-01-01,suv,4x4,gasolina,automatica,cuero,blanco,74,,13000
3991,nissan,kicks,2018-01-01,suv,4x2,gasolina,automatica,cuero,azul,71000,,15000
3992,subaru,wrx,2018-01-01,sedan,4x4,gasolina,manual,tela,blanco,65000,,19000
3993,toyota,prado txl,2014-01-01,suv,4x4,gasolina,automatica,tela,gris,140000,,24900
3994,mitsubishi,outlander sport,2015-01-01,suv,4x4,gasolina,automatica,cuero,rojo,68750,,13900
3995,mitsubishi,montero sport,2017-01-01,suv,4x4,diesel,automatica,cuero,negro,129000,,26900
3996,chevrolet,equinox ev,2020-01-01,suv,4x2,gasolina,automatica,5,gris,15000,,15900
3997,ford,ranger wildtrak,2019-01-01,pickup,4x4,diesel,automatica,cuero,blanco,2900,,36900
3998,ford,mustang,2015-01-01,coupe,4x2,gasolina,manual,cuero,negro,67000,,22400
3999,hyundai,eon,2017-01-01,hatchback,4x2,gasolina,manual,cuerina,azul,84000,,3500
4000,dodge,ram 1500,2015-01-01,pickup,4x4,gasolina,automatica,cuero,blanco,135800,,18500
4001,porsche,cayenne,2016-01-01,sedan,4x4,gasolina,automatica,cuero,gris,72000,,30000
4002,mercedes-benz,ml55 amg,2000-01-01,suv,4x4,gasolina,automatica,cuero,rojo vino,318650,,4500
4003,honda,odyssey,2014-01-01,suv,4x2,gasolina,manual,cuero,topaz,55000,,14950
4004,nissan,qasqhai,2019-01-01,suv,4x2,gasolina,automatica,tela,azul,28500,,16500
4005,honda,civic coupe,2013-01-01,coupe,4x2,gasolina,manual,tela,rojo,87500,,9000
4006,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
4007,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
4008,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
4009,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
4010,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
4011,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
4012,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
4013,toyota,yaris s,2020-01-01,hatchback,4x2,gasolina,automatica,tela,blanco perla,101244,,11000
